camara,Entidad,orden,distrito,partido,nombre,tipo,idDirectorio,Género
diputados,Tlaxcala,2,Tlaxcala De Xicohténcatl,MORENA,Terán Águila Rubén,distrito,468,Varón
diputados,I Circunscripción,34,,PES,Terán Villalobos Irma María,circunscripcion,469,Mujer
diputados,I Circunscripción,22,,PAN,Terrazas Baca Patricia,circunscripcion,470,Mujer
diputados,IV Circunscripción,30,,SG,Toledo Gutiérrez Mauricio Alonso,circunscripcion,471,Varón
diputados,Aguascalientes,2,Aguascalientes,PES,Torres Díaz Elba Lorena,distrito,472,Mujer
diputados,II Circunscripción,24,,PAN,Torres Graciano Fernando,circunscripcion,473,Varón
diputados,II Circunscripción,15,,PAN,Torres Peimbert María Marcela,circunscripcion,474,Mujer
diputados,V Circunscripción,27,,MORENA,Torres Piña Carlos,circunscripcion,475,Varón
diputados,V Circunscripción,25,,PAN,Torres Ramírez Adolfo,circunscripcion,476,Varón
diputados,II Circunscripción,16,,PAN,Trejo Reyes José Isabel,circunscripcion,477,Varón
diputados,II Circunscripción,30,,PRI,Treviño Villarreal Pedro Pablo,circunscripcion,478,Varón
diputados,III Circunscripción,15,,MORENA,Valencia Cruz Rosalba,circunscripcion,479,Mujer
diputados,III Circunscripción,23,,PAN,Valenzuela González Carlos Alberto,circunscripcion,480,Varón
diputados,Sonora,3,Hermosillo,MORENA,Valles Sampedro Lorenia Iveth,distrito,481,Mujer
diputados,Ciudad De México,22,Iztapalapa,MORENA,Varela López Víctor Gabriel,distrito,482,Varón
diputados,Nuevo León,8,Guadalupe,PES,Vargas Contreras Ernesto,distrito,483,Varón
diputados,II Circunscripción,5,,MORENA,Vargas Hernández Lidia Nallely,circunscripcion,484,Mujer
diputados,Chihuahua,2,Juárez,MORENA,Vargas Meraz Teresita de Jesús,distrito,485,Mujer
diputados,Estado De México,2,Santa Maria Tultepec,PT,Vázquez García Dionicia,distrito,486,Mujer
diputados,Chiapas,3,Ocosingo,MORENA,Vazquez Vazquez Alfredo,distrito,487,Varón
diputados,V Circunscripción,33,,PRI,Velasco González Marcela Guillermina,circunscripcion,488,Mujer
diputados,II Circunscripción,11,,MORENA,Veloz Silva María Luisa,circunscripcion,489,Mujer
diputados,Puebla,8,Ciudad Serdán,MORENA,Vences Valencia Julieta Kristal,distrito,490,Mujer
diputados,Tamaulipas,6,Ciudad Mante,PAN,Verastegui Ostos Vicente Javier,distrito,491,Varón
diputados,Yucatán,1,Valladolid,PVEM,Vidal Peniche Jesús Carlos,distrito,492,Varón
diputados,V Circunscripción,20,,MORENA,Viedma Velázquez Alejandro,circunscripcion,493,Varón
diputados,I Circunscripción,15,,MORENA,Villa Villegas Alberto,circunscripcion,494,Varón
diputados,Guanajuato,10,Uriangato,PVEM,Villafuerte Zavala Lilia,distrito,495,Mujer
diputados,Nayarit,3,Compostela,MORENA,Villalvazo Amaya Mirtha Iliana,distrito,496,Mujer
diputados,IV Circunscripción,20,,MORENA,Villarauz Martínez Rocío del Pilar,circunscripcion,497,Mujer
diputados,Guanajuato,2,San Miguel De Allende,PAN,Villarreal García Ricardo,distrito,498,Varón
diputados,I Circunscripción,17,,MORENA,Villarreal Pasaret Francisco Jorge,circunscripcion,499,Varón
diputados,Jalisco,7,Tonalá,MC,Villarreal Salazar Juan Carlos,distrito,500,Varón
diputados,Ciudad De México,16,Álvaro Obregón,MORENA,Villavicencio Ayala Silvia Lorena,distrito,501,Mujer
diputados,I Circunscripción,33,,PRI,Villegas Arreola Alfredo,circunscripcion,502,Varón
diputados,Tamaulipas,3,Río Bravo,PES,Villegas González Héctor Joel,distrito,503,Varón
diputados,Veracruz,15,Orizaba,MORENA,Villegas Guarneros Dulce María Corina,distrito,504,Mujer
diputados,Sinaloa,7,Culiacán De Rosales,MORENA,Villegas Sánchez Merary,distrito,505,Mujer
diputados,Colima,1,Colima,MORENA,Yáñez Centeno y Cabrera Claudia Valeria,distrito,506,Mujer
diputados,III Circunscripción,33,,PRI,Yunes Landa Héctor,circunscripcion,507,Varón
diputados,Sinaloa,4,Guasave,MORENA,Zamora Valdéz Casimiro,distrito,508,Varón
diputados,I Circunscripción,2,,MC,Zamudio Macias Martha Angélica,circunscripcion,509,Mujer
diputados,Estado De México,9,San Felipe Del Progreso,PRI,Zarzosa Sánchez Eduardo,distrito,510,Varón
diputados,III Circunscripción,11,,MORENA,Zavaleta Sánchez Graciela,circunscripcion,511,Mujer
diputados,Tamaulipas,9,Reynosa,PT,Zertuche Zuani Armando Javier,distrito,512,Varón
senadores,Campeche,,,MORENA,"Abreu Artiñano, Rocío Adriana",Primera Minoría,513,Mujer
senadores,Representación Proporcional,,,PRI,"Aceves del Olmo, Carlos Humberto",circunscripcion,514,Varón
senadores,Ciudad De México,,,SG,"Álvarez Icaza Longoria, Emilio",Primera Minoría,515,Varón
senadores,Zacatecas,,,PRI,"Anaya Mota, Claudia Edith",Primera Minoría,516,Mujer
senadores,Guerrero,,,PRI,"Añorve Baños, Manuel",Primera Minoría,517,Varón
senadores,Michoacán,,,MORENA,"Arias Solís, Cristóbal",Mayoría Relativa,518,Varón
senadores,Puebla,,,MORENA,"Armenta Mier, Alejandro",Mayoría Relativa,519,Varón
senadores,Representación Proporcional,,,PES,"Ávila Vázquez, Katya Elizabeth",circunscripcion,520,Mujer
senadores,Representación Proporcional,,,PRI,"Ávila Villegas, Eruviel",circunscripcion,521,Varón
senadores,Representación Proporcional,,,MORENA,"Balderas Espinoza, Claudia Esther",circunscripcion,522,Mujer
senadores,Representación Proporcional,,,PT,"Bañuelos de la Torre, Geovanna del Carmen",circunscripcion,523,Mujer
senadores,Ciudad De México,,,MORENA,"Batres Guadarrama, Martí",Mayoría Relativa,524,Varón
senadores,Sonora,,,PRI,"Beltrones Sánchez, Sylvana",Primera Minoría,525,Mujer
senadores,Colima,,,PVEM,"Benavides Cobos, Gabriela",Primera Minoría,526,Mujer
senadores,Guanajuato,,,PAN,"Bermúdez Méndez, José Erandi",Mayoría Relativa,527,Varón
senadores,Oaxaca,,,PVEM,"Bolaños-Cacho Cué, Raúl",Primera Minoría,528,Varón
senadores,Sonora,,,MORENA,"Bours Griffith, Arturo",Mayoría Relativa,529,Varón
senadores,Yucatán,,,PVEM,"Camino Farjat, Verónica Noemí",Mayoría Relativa,530,Mujer
senadores,Chihuahua,,,MORENA,"Caraveo Camarena, Bertha Alicia",Mayoría Relativa,531,Mujer
senadores,Jalisco,,,MORENA,"Cárdenas Mariscal, María Antonia",Primera Minoría,532,Mujer
senadores,Jalisco,,,MC,"Castañeda Hoeflich, José Clemente",Mayoría Relativa,533,Varón
senadores,Chiapas,,,MC,"Castañón Ramírez, Noé Fernando",Primera Minoría,534,Varón
senadores,Sinaloa,,,MORENA,"Castro Castro, Imelda",Mayoría Relativa,535,Mujer
senadores,Tamaulipas,,,MORENA,"Covarrubias Cervantes, María Guadalupe",Mayoría Relativa,536,Mujer
senadores,Baja California,,,PAN,"Cruz Blackledge, Gina Andrea",Primera Minoría,537,Mujer
senadores,Puebla,,,PT,"De la Sierra Arámburo, Nancy",Mayoría Relativa,538,Mujer
senadores,Chiapas,,,PES,"De León Villard, Sasil Dora Luz",Mayoría Relativa,539,Mujer
senadores,Jalisco,,,MC,"Delgadillo García, Verónica",Mayoría Relativa,540,Mujer
senadores,Representación Proporcional,,,MC,"Delgado Rannauro, Dante Alfonso",circunscripcion,541,Varón
senadores,San Luis Potosí,,,MORENA,"Dothé Mata, Primo",Primera Minoría,542,Varón
senadores,Durango,,,MC,"Enríquez Herrera, José Ramón",Primera Minoría,543,Varón
senadores,Tabasco,,,MORENA,"Fernández Balboa, Mónica",Mayoría Relativa,544,Mujer
senadores,Tabasco,,,PRD,"Fócil Pérez, Juan Manuel",Primera Minoría,545,Varón
senadores,Nuevo León,,,PAN,"Fuentes Solís, Víctor Oswaldo",Primera Minoría,546,Varón
senadores,Coahuila,,,MORENA,"Galaz Caletti, Eva Eugenia",Mayoría Relativa,547,Mujer
senadores,Representación Proporcional,,,PAN,"Gálvez Ruiz, Bertha Xóchitl",circunscripcion,548,Mujer
senadores,San Luis Potosí,,,PAN,"Gama Basarte, Marco Antonio",Mayoría Relativa,549,Varón
senadores,Tamaulipas,,,PAN,"García Cabeza de Vaca, Ismael",Primera Minoría,550,Varón
senadores,Michoacán,,,PRD,"García Conejo, Antonio",Primera Minoría,551,Varón
senadores,Nuevo León,,,MC,"García Sepúlveda, Samuel Alejandro",Mayoría Relativa,552,Varón
senadores,Morelos,,,PRI,"García Yáñez, Ángel",Primera Minoría,553,Varón
senadores,Representación Proporcional,,,MORENA,"Gómez Urrutia, Napoleón",circunscripcion,554,Varón
senadores,Hidalgo,,,MORENA,"González González, María Merced",Mayoría Relativa,555,Mujer
senadores,Coahuila,,,MORENA,"Guadiana Tijerina, Santana Armando",Mayoría Relativa,556,Varón
senadores,Estado De México,,,MORENA,"Guerrero Sánchez, Martha",Mayoría Relativa,557,Mujer
senadores,Aguascalientes,,,MORENA,"Gutiérrez Castorena, Daniel",Primera Minoría,558,Varón
senadores,Oaxaca,,,MORENA,"Harp Iturribarría, Susana",Mayoría Relativa,559,Mujer
senadores,Ciudad De México,,,MORENA,"Hernández Mora, Minerva Citlalli",Mayoría Relativa,560,Mujer
senadores,Tlaxcala,,,PAN,"Hernández Ramos, Minerva",Primera Minoría,561,Mujer
senadores,Oaxaca,,,MORENA,"Jara Cruz, Salomón",Mayoría Relativa,562,Varón
senadores,Querétaro,,,MORENA,"Jiménez Yáñez, Juan José",Primera Minoría,563,Varón
senadores,Nuevo León,,,MC,"Kempis Martínez, Indira",Mayoría Relativa,564,Mujer
senadores,Querétaro,,,PAN,"Kuri González, Mauricio",Mayoría Relativa,565,Varón
senadores,Representación Proporcional,,,PVEM,"Lagunes Soto Ruíz, Alejandra",circunscripcion,566,Mujer
senadores,Baja California,,,PT,"León Gastélum, Alejandra del Carmen",Mayoría Relativa,567,Mujer
senadores,Representación Proporcional,,,PAN,"López Rabadán, Kenia",circunscripcion,568,Mujer
senadores,Durango,,,PT,"Lucero Olivas, Miguel Ángel",Mayoría Relativa,569,Varón
senadores,Zacatecas,,,MORENA,"Luévano Cantú, María Soledad",Mayoría Relativa,570,Mujer
senadores,Chihuahua,,,PAN,"Madero Muñoz, Gustavo Enrique",Primera Minoría,571,Varón
senadores,Representación Proporcional,,,PRD,"Mancera Espinosa, Miguel Ángel",circunscripcion,572,Varón
senadores,Aguascalientes,,,PAN,"Márquez Alvarado, Martha Cecilia",Mayoría Relativa,573,Mujer
senadores,Aguascalientes,,,PAN,"Martín del Campo Martín del Campo, Juan Antonio",Mayoría Relativa,574,Varón
senadores,Representación Proporcional,,,MORENA,"Martínez Cázares, Germán",circunscripcion,575,Varón
senadores,Coahuila,,,PRI,"Martínez García, Verónica",Primera Minoría,576,Mujer
senadores,Representación Proporcional,,,MORENA,"Martínez Hernández, Ifigenia Martha",circunscripcion,577,Mujer
senadores,Estado De México,,,MORENA,"Martínez Miranda, Higinio",Mayoría Relativa,578,Varón
senadores,Quintana Roo,,,PAN,"Martínez Simón, Mayuli Latifa",Primera Minoría,579,Mujer
senadores,Hidalgo,,,PRI,"Mayorga Delgado, Nuvia Magdalena",Primera Minoría,580,Mujer
senadores,Hidalgo,,,MORENA,"Menchaca Salazar, Julio Ramón",Mayoría Relativa,581,Varón
senadores,Representación Proporcional,,,MORENA,"Méndez Ortiz, Casimiro",circunscripcion,582,Varón
senadores,Representación Proporcional,,,MC,"Mercado Castro, Dora Patricia",circunscripcion,583,Mujer
senadores,Morelos,,,MORENA,"Meza Guzmán, Lucía Virginia",Mayoría Relativa,584,Mujer
senadores,Guanajuato,,,MORENA,"Micher Camarena, Martha Lucía",Primera Minoría,585,Mujer
senadores,Tlaxcala,,,MORENA,"Molina Ramírez, Joel",Mayoría Relativa,586,Varón
senadores,Representación Proporcional,,,MORENA,"Monreal Ávila, Ricardo",circunscripcion,587,Varón
senadores,Representación Proporcional,,,PES,"Mora Arellano, Elvia Marcela",circunscripcion,588,Mujer
senadores,Representación Proporcional,,,PAN,"Moya Clemente, Roberto Juan",circunscripcion,589,Varón
senadores,Querétaro,,,PAN,"Murguía Gutiérrez, María Guadalupe",Mayoría Relativa,590,Mujer
senadores,Zacatecas,,,MORENA,"Narro Céspedes, José",Mayoría Relativa,591,Varón
senadores,Puebla,,,PAN,"Navarro Acevedo, Nadia",Primera Minoría,592,Mujer
senadores,Nayarit,,,MORENA,"Navarro Quintero, Miguel Ángel",Mayoría Relativa,593,Varón
senadores,Baja California,,,MORENA,"Novelo Osuna, Gerardo",Mayoría Relativa,594,Varón
senadores,San Luis Potosí,,,PVEM,"Noyola Cervantes, Ma. Leonor",Mayoría Relativa,595,Mujer
senadores,Nayarit,,,PAN,"Núñez Sánchez, Gloria Elizabeth",Primera Minoría,596,Mujer
senadores,Representación Proporcional,,,PRI,"Osorio Chong, Miguel Ángel",circunscripcion,597,Varón
senadores,Campeche,,,MORENA,"Ostoa Ortega, Aníbal",Mayoría Relativa,598,Varón
senadores,Colima,,,PT,"Padilla Peña, Joel",Mayoría Relativa,599,Varón
senadores,Representación Proporcional,,,PRI,"Paredes Rangel, Beatriz Elena",circunscripcion,600,Mujer
senadores,Yucatán,,,PAN,"Paz Alonzo, Raúl",Primera Minoría,601,Varón
senadores,Quintana Roo,,,MORENA,"Pech Várguez, José Luis",Mayoría Relativa,602,Varón
senadores,Representación Proporcional,,,MORENA,"Peña Villa, José Alejandro",circunscripcion,603,Varón
senadores,Tabasco,,,MORENA,"Peralta Suárez, Ovidio Salvador",Mayoría Relativa,604,Varón
senadores,Veracruz,,,MORENA,"Pérez Astorga, Ernesto",Mayoría Relativa,605,Varón
senadores,Chihuahua,,,MORENA,"Pérez Cuellar, Cruz",Mayoría Relativa,606,Varón
senadores,Michoacán,,,MORENA,"Piña Gudiño, Blanca Estela",Mayoría Relativa,607,Mujer
senadores,Nayarit,,,PT,"Pinedo Alonso, Cora Cecilia",Mayoría Relativa,608,Mujer
senadores,Chiapas,,,MORENA,"Ramírez Aguilar, Oscar Eduardo",Mayoría Relativa,609,Varón
senadores,Yucatán,,,PRI,"Ramírez Marín, Jorge Carlos",Mayoría Relativa,610,Varón
senadores,Veracruz,,,PAN,"Rementería Del Puerto, Julen",Primera Minoría,611,Varón
senadores,Guanajuato,,,PAN,"Reynoso Sánchez, Alejandra Noemí",Mayoría Relativa,612,Mujer
senadores,Tlaxcala,,,MORENA,"Rivera Rivera, Ana Lilia",Mayoría Relativa,613,Mujer
senadores,Sinaloa,,,MORENA,"Rocha Moya, Rubén",Mayoría Relativa,614,Varón
senadores,Representación Proporcional,,,MORENA,"Rodríguez Ramírez, Laura María de Jesús",circunscripcion,615,Mujer
senadores,Representación Proporcional,,,PES,"Romo Molina, Eunice Renata",circunscripcion,616,Mujer
senadores,Representación Proporcional,,,PAN,"Rosales San Román, Indira de Jesús",circunscripcion,617,Mujer
senadores,Representación Proporcional,,,PRI,"Rubio Márquez, Vanessa",circunscripcion,618,Mujer
senadores,Representación Proporcional,,,PRI,"Ruiz Massieu Salinas, Claudia",circunscripcion,619,Mujer
senadores,Morelos,,,MORENA,"Salazar Solorio, Radamés",Mayoría Relativa,620,Varón
senadores,Baja California Sur,,,PAN,"Saldaña Cisneros, María Guadalupe",Primera Minoría,621,Mujer
senadores,Guerrero,,,MORENA,"Salgado García, Nestora",Mayoría Relativa,622,Mujer
senadores,Guerrero,,,MORENA,"Salgado Macedonio, José Félix",Mayoría Relativa,623,Varón
senadores,Campeche,,,MORENA,"Sánchez García, Cecilia Margarita",Mayoría Relativa,624,Mujer
senadores,Veracruz,,,MORENA,"Sánchez Hernández, Gloria",Mayoría Relativa,625,Mujer
senadores,Sonora,,,MORENA,"Téllez García, María Lilly del Carmen",Mayoría Relativa,626,Mujer
senadores,Baja California Sur,,,MORENA,"Trasviña Waldenrath, Jesús Lucía",Mayoría Relativa,627,Mujer
senadores,Durango,,,MORENA,"Valdez Martínez, Lilia Margarita",Mayoría Relativa,628,Mujer
senadores,Colima,,,MORENA,"Valencia de la Mora, Gricelda",Mayoría Relativa,629,Mujer
senadores,Representación Proporcional,,,MORENA,"Vasconcelos, Héctor Enrique",circunscripcion,630,Varón
senadores,Representación Proporcional,,,MORENA,"Vázquez Alatorre, Antares Guadalupe",circunscripcion,631,Mujer
senadores,Representación Proporcional,,,PAN,"Vázquez Mota, Josefina Eugenia",circunscripcion,632,Mujer
senadores,Representación Proporcional,,,PVEM,"Velasco Coello, Manuel",circunscripcion,633,Varón
senadores,Baja California Sur,,,MORENA,"Velázquez Meza, Ricardo",Mayoría Relativa,634,Varón
senadores,Tamaulipas,,,MORENA,"Villarreal Anaya, Américo",Mayoría Relativa,635,Varón
senadores,Quintana Roo,,,MORENA,"Villegas Canché, Freyda Marybel",Mayoría Relativa,636,Mujer
senadores,Sinaloa,,,PRI,"Zamora Gastélum, Mario",Primera Minoría,637,Varón
senadores,Representación Proporcional,,,PVEM,"Zamora Guzmán, Rogelio Israel",circunscripcion,638,Varón
senadores,Estado De México,,,MC,"Zepeda Hernández, Juan Manuel",Primera Minoría,639,Varón
senadores,Representación Proporcional,,,PAN,"Zepeda Vidales, Damián",circunscripcion,640,Varón
