Entidad,orden,distrito,partido,nombre,tipo,idDirectorio,Género
IV Circunscripción,7,,MORENA,Díaz Aguilar Leticia,circunscripcion,349,Mujer
IV Circunscripción,8,,MORENA,Palacios Cordero Lucio Ernesto,circunscripcion,112,Varón
IV Circunscripción,9,,MORENA,Cuevas Barron Gabriela,circunscripcion,318,Mujer
IV Circunscripción,10,,MORENA,De Jesús Jiménez Lucio,circunscripcion,319,Varón
IV Circunscripción,11,,MORENA,Cuaxiloa Serrano Susana Beatriz,circunscripcion,317,Mujer
IV Circunscripción,12,,MORENA,Muñoz Ledo y Lazo de la Vega Porfirio Alejandro,circunscripcion,506,Varón
IV Circunscripción,13,,MORENA,Reyes Miguel Idalia,circunscripcion,138,Mujer
IV Circunscripción,14,,MORENA,Huerta Martínez Manuel,circunscripcion,599,Varón
IV Circunscripción,15,,MORENA,Piña Bernal Adela,circunscripcion,92,Mujer
IV Circunscripción,16,,MORENA,Alejandro Candelaria Maximino,circunscripcion,424,Varón
IV Circunscripción,17,,MORENA,Flores Olivo Lucía,circunscripcion,350,Mujer
IV Circunscripción,18,,MORENA,Huerta González Agustín Reynaldo,circunscripcion,581,Varón
IV Circunscripción,19,,MORENA,Martínez González Laura,circunscripcion,476,Mujer
IV Circunscripción,20,,MORENA,Villarauz Martínez Rocío del Pilar,circunscripcion,263,Mujer
IV Circunscripción,21,,PAN,Romero Herrera Jorge,circunscripcion,21,Varón
IV Circunscripción,22,,PAN,Dávila Fernández Adriana,circunscripcion,311,Mujer
IV Circunscripción,23,,PAN,Adame Castillo Marco Antonio,circunscripcion,410,Varón
IV Circunscripción,24,,PAN,Sobrado Rodríguez Verónica María,circunscripcion,69,Mujer
IV Circunscripción,25,,PAN,Carreón Mejía Carlos,circunscripcion,336,Varón
IV Circunscripción,26,,SG,Riojas Martínez Ana Lucia,circunscripcion,122,Mujer
IV Circunscripción,27,,PAN,Martínez Terrazas Oscar Daniel,circunscripcion,479,Varón
IV Circunscripción,28,,SG,Serrano Cortes Héctor,circunscripcion,67,Varón
IV Circunscripción,29,,MC,Macías Rábago Julieta,circunscripcion,483,Mujer
IV Circunscripción,30,,SG,Toledo Gutiérrez Mauricio Alonso,circunscripcion,43,Varón
IV Circunscripción,31,,MORENA,Rosas Martínez Luz Estefanía,circunscripcion,35,Mujer
IV Circunscripción,32,,PRI,Saldaña Pérez María Lucero,circunscripcion,7,Mujer
IV Circunscripción,33,,PRI,Galindo Favela Fernando,circunscripcion,361,Varón
IV Circunscripción,34,,PRI,López Castro Cynthia Iliana,circunscripcion,486,Mujer
IV Circunscripción,35,,PRI,Juárez Cisneros Rene,circunscripcion,542,Varón
IV Circunscripción,36,,PRI,Pastor Badilla Claudia,circunscripcion,116,Mujer
IV Circunscripción,37,,PRI,Córdova Morán Luis Eleusis Leónidas,circunscripcion,314,Varón
IV Circunscripción,38,,PT,Garay Ulloa Silvano,circunscripcion,364,Varón
IV Circunscripción,39,,PVEM,Escobar y Vega Arturo,circunscripcion,378,Varón
IV Circunscripción,40,,MORENA,Fernández Cruz Nayeli Arlen,circunscripcion,355,Mujer
V Circunscripción,1,,MC,Cheja Alfaro Jacobo David,circunscripcion,340,Varón
V Circunscripción,2,,MC,Salinas Reyes Ruth,circunscripcion,2,Mujer
V Circunscripción,3,,MORENA,Bahena Jiménez Socorro,circunscripcion,456,Mujer
V Circunscripción,4,,MORENA,Abasolo Sánchez Pedro Daniel,circunscripcion,1,Varón
V Circunscripción,5,,MORENA,Ascencio Ortega Reyna Celeste,circunscripcion,427,Mujer
V Circunscripción,6,,MORENA,Maya Martínez Hirepan,circunscripcion,504,Varón
V Circunscripción,7,,MORENA,Cano González Susana,circunscripcion,330,Mujer
V Circunscripción,8,,MORENA,Gutiérrez Luna Sergio Carlos,circunscripcion,609,Varón
V Circunscripción,9,,MORENA,Carrillo Luna Juana,circunscripcion,337,Mujer
V Circunscripción,10,,MORENA,Pérez Hernández Sergio,circunscripcion,84,Varón
V Circunscripción,11,,MORENA,Solís Barrera María Marivel,circunscripcion,70,Mujer
V Circunscripción,12,,MORENA,González Reyes Marco Antonio,circunscripcion,558,Varón
V Circunscripción,13,,MORENA,García Zepeda Julieta,circunscripcion,577,Mujer
V Circunscripción,14,,MORENA,Ruiz Lustre Hugo Rafael,circunscripcion,3,Varón
V Circunscripción,15,,MORENA,Castañeda Ortiz María Guadalupe Edith,circunscripcion,339,Mujer
V Circunscripción,16,,MORENA,Ramírez Navarrete Francisco Javier,circunscripcion,146,Varón
V Circunscripción,17,,MORENA,Chávez Pérez María,circunscripcion,346,Mujer
V Circunscripción,18,,MORENA,García Rubio Agustín,circunscripcion,574,Varón
V Circunscripción,19,,MORENA,Mercado Torres Edith Marisol,circunscripcion,531,Mujer
V Circunscripción,20,,MORENA,Viedma Velázquez Alejandro,circunscripcion,259,Varón
V Circunscripción,21,,PAN,Rodríguez Rivera Iván Arturo,circunscripcion,77,Varón
V Circunscripción,22,,PAN,Rojas Hernández Laura Angélica,circunscripcion,25,Mujer
V Circunscripción,23,,PAN,Preciado Rodríguez Jorge Luis,circunscripcion,118,Varón
V Circunscripción,24,,PAN,Sandoval Mendoza María Liduvina,circunscripcion,50,Mujer
V Circunscripción,25,,PAN,Torres Ramírez Adolfo,circunscripcion,48,Varón
V Circunscripción,26,,PAN,Romero León Gloria,circunscripcion,31,Mujer
V Circunscripción,27,,MORENA,Torres Piña Carlos,circunscripcion,47,Varón
V Circunscripción,28,,PRD,Bautista Rodríguez Mónica,circunscripcion,447,Mujer
V Circunscripción,29,,MORENA,Salinas Narváez Javier,circunscripcion,9,Varón
V Circunscripción,30,,PRI,Ochoa Reza Enrique,circunscripcion,102,Varón
V Circunscripción,31,,PRI,Herrera Anzaldo Ana Lilia,circunscripcion,598,Mujer
V Circunscripción,32,,PRI,Miranda Nava Luis Enrique,circunscripcion,536,Varón
V Circunscripción,33,,PRI,Velasco González Marcela Guillermina,circunscripcion,158,Mujer
V Circunscripción,34,,PRI,Acosta Peña Brasil Alberto,circunscripcion,214,Varón
V Circunscripción,35,,PRI,Puente De la Mora Ximena,circunscripcion,129,Mujer
V Circunscripción,36,,PRI,Nemer Alvarez Ernesto Javier,circunscripcion,517,Varón
V Circunscripción,37,,PRI,Barrera Fortoul Laura,circunscripcion,460,Mujer
V Circunscripción,38,,PT,Sandoval Flores Reginaldo,circunscripcion,40,Varón
V Circunscripción,39,,PVEM,Gómez Ordaz Leticia Mariana,circunscripcion,547,Mujer
V Circunscripción,40,,PVEM,Alcántara Núñez Jesús Sergio,circunscripcion,422,Varón
