Camara,id,apellido,nombre,partido,genero,Nacimiento,Comisiones,Posición
diputados,379,Espadas Galván,Jorge Arturo,PAN,v,08/09/1975,Gobernación y Población,Secretario/a
diputados,121,Riggs Baeza,Miguel Alonso,PAN,v,27/10/1975,Deporte,Secretario/a
diputados,50,Sandoval Mendoza,María Liduvina,PAN,f,24/01/1976,Protección Civil y Prevención de Desastres,Secretario/a
diputados,127,Robledo Leal,Ernesto Alfonso,PAN,v,06/06/1976,Educación,Secretario/a
diputados,342,Castaños Valenzuela,Carlos Humberto,PAN,v,14/04/1977,Radio y Televisión,Secretario/a
diputados,132,Rocha Acosta,Sonia,PAN,f,30/03/1978,Presupuesto y Cuenta Pública,Secretario/a
diputados,434,Bonnafoux Alcaraz,Madeleine,PAN,f,31/01/1979,Derechos Humanos,Secretario/a
diputados,453,Azuara Zúñiga,Xavier,PAN,v,16/09/1979,Presupuesto y Cuenta Pública,Secretario/a
diputados,453,Azuara Zúñiga,Xavier,PAN,v,16/09/1979,"Recursos Hidráulicos, Agua Potable y Saneamiento",Secretario/a
diputados,465,Arriaga Rojas,Justino Eugenio,PAN,v,20/09/1979,"Medio Ambiente, Sustentabilidad, Cambio Climático y Recursos Naturales",Secretario/a
diputados,2423,Cinta Rodríguez,Carlos Elhier,PAN,v,14/01/1980,Comunicaciones y Transportes,Secretario/a
diputados,48,Torres Ramírez,Adolfo,PAN,v,18/11/1980,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Secretario/a
diputados,471,Mares Aguilar,José Rigoberto,PAN,v,17/02/1981,Infraestructura,Secretario/a
diputados,477,Martínez Juárez,Jacquelina,PAN,f,26/05/1981,Vivienda,Secretario/a
diputados,417,Alemán Hernández,Nohemí,PAN,f,03/02/1982,"Recursos Hidráulicos, Agua Potable y Saneamiento",Secretario/a
diputados,10,Salinas Wolberg,Hernán,PAN,v,01/04/1982,Energía,Secretario/a
diputados,10,Salinas Wolberg,Hernán,PAN,v,01/04/1982,"Medio Ambiente, Sustentabilidad, Cambio Climático y Recursos Naturales",Secretario/a
diputados,371,Díaz Jiménez,Antonia Natividad,PAN,f,13/06/1982,Pueblos Indígenas,Secretario/a
diputados,151,Ramos Tamez,Mario Alberto,PAN,v,03/04/1983,Trabajo y Previsión Social,Secretario/a
diputados,52,Valenzuela González,Carlos Alberto,PAN,v,18/04/1983,Hacienda y Crédito Público,Secretario/a
diputados,125,Rivera Hernández,Marcelino,PAN,v,26/04/1984,Pueblos Indígenas,Secretario/a
diputados,490,Lixa Abimerhi,José Elías,PAN,v,28/02/1987,Puntos Constitucionales,Secretario/a
diputados,556,González Márquez,Karen Michel,PAN,f,21/01/1988,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Secretario/a
diputados,479,Martínez Terrazas,Oscar Daniel,PAN,v,17/01,Juventud y Diversidad Sexual,Secretario/a
diputados,479,Martínez Terrazas,Oscar Daniel,PAN,v,17/01,Radio y Televisión,Secretario/a
diputados,36,Rosas Quintanilla,José Salvador,PAN,v,22/01,Asuntos Frontera Norte,Secretario/a
diputados,554,González Estrada,Martha Elisa,PAN,f,29/01,Transparencia y Anticorrupción,Secretario/a
diputados,601,Gutiérrez Valdez,María de los Angeles,PAN,f,08/03,Derechos de la Niñez y Adolescencia,Secretario/a
diputados,32,Romo Cuéllar,Martha Estela,PAN,f,14/03,Salud,Secretario/a
diputados,33,Romo Romo,Guadalupe,PAN,v,22/03,Ganadería,Secretario/a
diputados,109,Patrón Laviada,Cecilia Anunciación,PAN,f,25/03,Atención a Grupos Vulnerables,Secretario/a
diputados,562,Garfias Cedillo,Sylvia Violeta,PAN,f,29/03,Derechos Humanos,Secretario/a
diputados,475,Macías Olvera,Felipe Fernando,PAN,v,04/04,Gobernación y Población,Secretario/a
diputados,515,Murillo Chávez,Janet Melanie,PAN,f,17/04,Derechos de la Niñez y Adolescencia,Secretario/a
diputados,79,Núñez Cerón,Saraí,PAN,f,17/04,Relaciones Exteriores,Secretario/a
diputados,565,García Escalante,Ricardo,PAN,v,02/05,"Ciencia, Tecnología e Innovación",Secretario/a
diputados,565,García Escalante,Ricardo,PAN,v,02/05,Vigilancia de la Auditoría Superior de la Federación,Secretario/a
diputados,336,Carreón Mejía,Carlos,PAN,v,27/05,Asuntos Frontera Sur,Secretario/a
diputados,336,Carreón Mejía,Carlos,PAN,v,27/05,Cultura y Cinematografía,Secretario/a
diputados,444,Cambero Pérez,José Ramón,PAN,v,27/06,Desarrollo Social,Secretario/a
diputados,495,Luévano Núñez,Francisco Javier,PAN,v,01/07,Comunicaciones y Transportes,Secretario/a
diputados,545,Gómez Cárdenas,Annia Sarahí,PAN,f,06/07,Cultura y Cinematografía,Secretario/a
diputados,451,Ayala Díaz,María de los Ángeles,PAN,f,02/08,"Economía, Comercio y Competitividad",Secretario/a
diputados,360,Flores Suárez,Ricardo,PAN,v,05/08,Hacienda y Crédito Público,Secretario/a
diputados,492,López Birlain,Ana Paola,PAN,f,21/09,Economía Social y Fomento del Cooperativismo,Secretario/a
diputados,75,Tejeda Cid,Armando,PAN,v,21/09,Presupuesto y Cuenta Pública,Secretario/a
diputados,572,García Ochoa,Absalón,PAN,v,23/09,"Desarrollo y Conservación Rural, Agrícola y Autosuficiencia Alimentaria",Secretario/a
diputados,382,Espinosa Rivas,María Eugenia Leticia,PAN,f,20/11,Asuntos Migratorios,Secretario/a
diputados,571,García Morlan,Dulce Alejandra,PAN,f,05/12,Seguridad Pública,Secretario/a
diputados,571,García Morlan,Dulce Alejandra,PAN,f,05/12,Turismo,Secretario/a
diputados,426,Ascencio Barba,Sergio Fernando,PAN,v,09/12,Turismo,Secretario/a
diputados,548,Gómez Quej,José del Carmen,PAN,v,18/12,Energía,Secretario/a
diputados,107,Ortega Martínez,Antonio,PRD,v,28/07/1954,Presupuesto y Cuenta Pública,Integrante
diputados,107,Ortega Martínez,Antonio,PRD,v,28/07/1954,"Recursos Hidráulicos, Agua Potable y Saneamiento",Integrante
diputados,405,Almaguer Pardo,María Guadalupe,PRD,f,26/10/1961,Gobernación y Población,Integrante
diputados,405,Almaguer Pardo,María Guadalupe,PRD,f,26/10/1961,Seguridad Pública,Integrante
diputados,485,Juárez Piña,Verónica Beatriz,PRD,f,28/09/1971,Derechos de la Niñez y Adolescencia,Integrante
diputados,485,Juárez Piña,Verónica Beatriz,PRD,f,28/09/1971,Justicia,Integrante
diputados,485,Juárez Piña,Verónica Beatriz,PRD,f,28/09/1971,Puntos Constitucionales,Integrante
diputados,137,Reyes Montiel,Claudia,PRD,f,07/02/1974,Defensa Nacional,Integrante
diputados,137,Reyes Montiel,Claudia,PRD,f,07/02/1974,Turismo,Integrante
diputados,391,Almeida López,Mónica,PRD,f,03/04/1974,Energía,Integrante
diputados,421,Alcalá Padilla,Abril,PRD,f,28/04/1979,"Ciencia, Tecnología e Innovación",Integrante
diputados,24,Rodríguez Zamora,Norma Azucena,PRD,f,07/02/1986,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Integrante
diputados,24,Rodríguez Zamora,Norma Azucena,PRD,f,07/02/1986,Federalismo y Desarrollo Municipal,Integrante
diputados,381,Esparza Márquez,Frida Alejandra,PRD,f,05/11/1996,"Medio Ambiente, Sustentabilidad, Cambio Climático y Recursos Naturales",Integrante
diputados,381,Esparza Márquez,Frida Alejandra,PRD,f,05/11/1996,Salud,Integrante
diputados,568,García Gutiérrez,Raymundo,PRD,v,04/07,Transparencia y Anticorrupción,Integrante
diputados,568,García Gutiérrez,Raymundo,PRD,v,04/07,Vigilancia de la Auditoría Superior de la Federación,Integrante
diputados,419,Aguilera Rojas,José Guadalupe,PRD,v,12/12,"Desarrollo y Conservación Rural, Agrícola y Autosuficiencia Alimentaria",Integrante
diputados,419,Aguilera Rojas,José Guadalupe,PRD,v,12/12,Pesca,Integrante
diputados,391,Almeida López,Mónica,PRD,f,03/04/1974,Marina,Presidente
diputados,107,Ortega Martínez,Antonio,PRD,v,28/07/1954,Hacienda y Crédito Público,Secretario/a
diputados,405,Almaguer Pardo,María Guadalupe,PRD,f,26/10/1961,Igualdad de Género,Secretario/a
diputados,137,Reyes Montiel,Claudia,PRD,f,07/02/1974,"Economía, Comercio y Competitividad",Secretario/a
diputados,391,Almeida López,Mónica,PRD,f,03/04/1974,Vivienda,Secretario/a
diputados,421,Alcalá Padilla,Abril,PRD,f,28/04/1979,Cultura y Cinematografía,Secretario/a
diputados,421,Alcalá Padilla,Abril,PRD,f,28/04/1979,Educación,Secretario/a
diputados,24,Rodríguez Zamora,Norma Azucena,PRD,f,07/02/1986,Comunicaciones y Transportes,Secretario/a
diputados,381,Esparza Márquez,Frida Alejandra,PRD,f,05/11/1996,Juventud y Diversidad Sexual,Secretario/a
diputados,568,García Gutiérrez,Raymundo,PRD,v,04/07,Pueblos Indígenas,Secretario/a
diputados,419,Aguilera Rojas,José Guadalupe,PRD,v,12/12,Infraestructura,Secretario/a
diputados,40,Sandoval Flores,Reginaldo,PT,v,1967,Ganadería,Integrante
diputados,40,Sandoval Flores,Reginaldo,PT,v,1967,Hacienda y Crédito Público,Integrante
diputados,156,Vázquez García,Dionicia,PT,f,29/03/1948,Defensa Nacional,Integrante
diputados,156,Vázquez García,Dionicia,PT,f,29/03/1948,Protección Civil y Prevención de Desastres,Integrante
diputados,557,González Morales,Hildelisa,PT,f,22/12/1956,"Desarrollo y Conservación Rural, Agrícola y Autosuficiencia Alimentaria",Integrante
diputados,240,Zertuche Zuani,Armando Javier,PT,v,27/11/1957,Deporte,Integrante
diputados,240,Zertuche Zuani,Armando Javier,PT,v,27/11/1957,Energía,Integrante
diputados,569,García Hernández,Jesús Fernando,PT,v,30/05/1958,Marina,Integrante
diputados,569,García Hernández,Jesús Fernando,PT,v,30/05/1958,Pesca,Integrante
diputados,364,Garay Ulloa,Silvano,PT,v,10/02/1959,Gobernación y Población,Integrante
diputados,364,Garay Ulloa,Silvano,PT,v,10/02/1959,"Régimen, Reglamentos y Prácticas Parlamentarias",Integrante
diputados,597,Jiménez Pérez,María Roselia,PT,f,30/08/1959,Justicia,Integrante
diputados,597,Jiménez Pérez,María Roselia,PT,f,30/08/1959,Salud,Integrante
diputados,130,Robles Montoya,Ángel Benjamín,PT,v,08/11/1959,"Economía, Comercio y Competitividad",Integrante
diputados,130,Robles Montoya,Ángel Benjamín,PT,v,08/11/1959,Presupuesto y Cuenta Pública,Integrante
diputados,356,Fernández Noroña,José Gerardo Rodolfo,PT,v,19/03/1960,Defensa Nacional,Integrante
diputados,524,Montalvo Luna,José Luis,PT,v,29/04/1960,Educación,Integrante
diputados,524,Montalvo Luna,José Luis,PT,v,29/04/1960,Trabajo y Previsión Social,Integrante
diputados,580,González Yáñez,Óscar,PT,v,06/10/1964,Presupuesto y Cuenta Pública,Integrante
diputados,563,García García,Margarita,PT,f,26/01/1966,Pueblos Indígenas,Integrante
diputados,72,Sosa Salinas,José de la Luz,PT,v,25/05/1966,Pesca,Integrante
diputados,72,Sosa Salinas,José de la Luz,PT,v,25/05/1966,"Régimen, Reglamentos y Prácticas Parlamentarias",Integrante
diputados,469,Manzanilla Téllez,Emilio,PT,v,10/04/1971,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Integrante
diputados,469,Manzanilla Téllez,Emilio,PT,v,10/04/1971,Federalismo y Desarrollo Municipal,Integrante
diputados,566,García Grande,Ana Ruth,PT,f,30/05/1971,Jurisdiccional,Integrante
diputados,566,García Grande,Ana Ruth,PT,f,30/05/1971,Pesca,Integrante
diputados,566,García Grande,Ana Ruth,PT,f,30/05/1971,"Recursos Hidráulicos, Agua Potable y Saneamiento",Integrante
diputados,140,Reyes Ledesma,Armando,PT,v,10/04/1972,Energía,Integrante
diputados,140,Reyes Ledesma,Armando,PT,v,10/04/1972,Marina,Integrante
diputados,324,Dekker Gómez,Clementina Marta,PT,f,10/04/1973,"Medio Ambiente, Sustentabilidad, Cambio Climático y Recursos Naturales",Integrante
diputados,2056,Huerta Hernández,Martha,PT,f,11/02/1974,Derechos Humanos,Integrante
diputados,2056,Huerta Hernández,Martha,PT,f,11/02/1974,Igualdad de Género,Integrante
diputados,27,Rojo Pimentel,Ana Karina,PT,f,28/11/1976,Protección Civil y Prevención de Desastres,Integrante
diputados,27,Rojo Pimentel,Ana Karina,PT,f,28/11/1976,Puntos Constitucionales,Integrante
diputados,586,Huacus Esquivel,Francisco Javier,PT,v,26/08/1986,Infraestructura,Integrante
diputados,586,Huacus Esquivel,Francisco Javier,PT,v,26/08/1986,Seguridad Pública,Integrante
diputados,354,Femat Bañuelos,Alfredo,PT,v,12/01,Deporte,Integrante
diputados,488,Lastra Muñoz,Claudia Elena,PT,f,13/01,Cultura y Cinematografía,Integrante
diputados,2428,Osuna Medina,José Mario,PT,v,19/01,Marina,Integrante
diputados,484,Maceda Carrera,Nelly,PT,f,05/02,Deporte,Integrante
diputados,484,Maceda Carrera,Nelly,PT,f,05/02,"Desarrollo y Conservación Rural, Agrícola y Autosuficiencia Alimentaria",Integrante
diputados,96,Porras Domínguez,Alfredo,PT,v,21/02,Seguridad Pública,Integrante
diputados,96,Porras Domínguez,Alfredo,PT,v,21/02,Vigilancia de la Auditoría Superior de la Federación,Integrante
diputados,429,Bernal Camarena,Ana Laura,PT,f,29/03,"Ciencia, Tecnología e Innovación",Integrante
diputados,429,Bernal Camarena,Ana Laura,PT,f,29/03,Juventud y Diversidad Sexual,Integrante
diputados,353,Favela Peñuñuri,Francisco,PT,v,15/04,Pesca,Integrante
diputados,353,Favela Peñuñuri,Francisco,PT,v,15/04,Turismo,Integrante
diputados,376,Elizondo Guerra,Olga Juliana,PT,f,21/05,Atención a Grupos Vulnerables,Integrante
diputados,376,Elizondo Guerra,Olga Juliana,PT,f,21/05,Relaciones Exteriores,Integrante
diputados,552,González Soto,Santiago,PT,v,25/06,Comunicaciones y Transportes,Integrante
diputados,552,González Soto,Santiago,PT,v,25/06,Radio y Televisión,Integrante
diputados,480,Martínez Ventura,Luis Enrique,PT,v,19/08,Justicia,Integrante
diputados,480,Martínez Ventura,Luis Enrique,PT,v,19/08,Protección Civil y Prevención de Desastres,Integrante
diputados,430,Bernal Martínez,Mary Carmen,PT,f,24/08,"Medio Ambiente, Sustentabilidad, Cambio Climático y Recursos Naturales",Integrante
diputados,374,Domínguez Vázquez,Claudia Angélica,PT,f,13/09,Asuntos Migratorios,Integrante
diputados,374,Domínguez Vázquez,Claudia Angélica,PT,f,13/09,Derechos de la Niñez y Adolescencia,Integrante
diputados,120,Roblero Gordillo,Maricruz,PT,v,26/10,Desarrollo Social,Integrante
diputados,120,Roblero Gordillo,Maricruz,PT,v,26/10,Vivienda,Integrante
diputados,481,Marú Mejía,María Teresa,PT,f,29/10,Economía Social y Fomento del Cooperativismo,Integrante
diputados,481,Marú Mejía,María Teresa,PT,f,29/10,Vigilancia de la Auditoría Superior de la Federación,Integrante
diputados,519,García Duque,José Luis,PT,v,08/11,Atención a Grupos Vulnerables,Integrante
diputados,519,García Duque,José Luis,PT,v,08/11,Derechos de la Niñez y Adolescencia,Integrante
diputados,580,González Yáñez,Óscar,PT,v,06/10/1964,Transparencia y Anticorrupción,Presidente
diputados,354,Femat Bañuelos,Alfredo,PT,v,12/01,Relaciones Exteriores,Presidente
diputados,430,Bernal Martínez,Mary Carmen,PT,f,24/08,Seguridad Social,Presidente
diputados,40,Sandoval Flores,Reginaldo,PT,v,1967,Presupuesto y Cuenta Pública,Secretario/a
diputados,156,Vázquez García,Dionicia,PT,f,29/03/1948,Atención a Grupos Vulnerables,Secretario/a
diputados,557,González Morales,Hildelisa,PT,f,22/12/1956,Federalismo y Desarrollo Municipal,Secretario/a
diputados,557,González Morales,Hildelisa,PT,f,22/12/1956,Seguridad Social,Secretario/a
diputados,240,Zertuche Zuani,Armando Javier,PT,v,27/11/1957,Defensa Nacional,Secretario/a
diputados,569,García Hernández,Jesús Fernando,PT,v,30/05/1958,"Desarrollo y Conservación Rural, Agrícola y Autosuficiencia Alimentaria",Secretario/a
diputados,364,Garay Ulloa,Silvano,PT,v,10/02/1959,Puntos Constitucionales,Secretario/a
diputados,597,Jiménez Pérez,María Roselia,PT,f,30/08/1959,Pueblos Indígenas,Secretario/a
diputados,130,Robles Montoya,Ángel Benjamín,PT,v,08/11/1959,Economía Social y Fomento del Cooperativismo,Secretario/a
diputados,356,Fernández Noroña,José Gerardo Rodolfo,PT,v,19/03/1960,Energía,Secretario/a
diputados,524,Montalvo Luna,José Luis,PT,v,29/04/1960,Transparencia y Anticorrupción,Secretario/a
diputados,580,González Yáñez,Óscar,PT,v,06/10/1964,Hacienda y Crédito Público,Secretario/a
diputados,563,García García,Margarita,PT,f,26/01/1966,Protección Civil y Prevención de Desastres,Secretario/a
diputados,563,García García,Margarita,PT,f,26/01/1966,Trabajo y Previsión Social,Secretario/a
diputados,72,Sosa Salinas,José de la Luz,PT,v,25/05/1966,"Desarrollo y Conservación Rural, Agrícola y Autosuficiencia Alimentaria",Secretario/a
diputados,469,Manzanilla Téllez,Emilio,PT,v,10/04/1971,Comunicaciones y Transportes,Secretario/a
diputados,566,García Grande,Ana Ruth,PT,f,30/05/1971,Justicia,Secretario/a
diputados,140,Reyes Ledesma,Armando,PT,v,10/04/1972,Infraestructura,Secretario/a
diputados,324,Dekker Gómez,Clementina Marta,PT,f,10/04/1973,Igualdad de Género,Secretario/a
diputados,324,Dekker Gómez,Clementina Marta,PT,f,10/04/1973,Turismo,Secretario/a
diputados,2056,Huerta Hernández,Martha,PT,f,11/02/1974,Derechos de la Niñez y Adolescencia,Secretario/a
diputados,27,Rojo Pimentel,Ana Karina,PT,f,28/11/1976,Desarrollo Social,Secretario/a
diputados,586,Huacus Esquivel,Francisco Javier,PT,v,26/08/1986,"Desarrollo y Conservación Rural, Agrícola y Autosuficiencia Alimentaria",Secretario/a
diputados,354,Femat Bañuelos,Alfredo,PT,v,12/01,Educación,Secretario/a
diputados,488,Lastra Muñoz,Claudia Elena,PT,f,13/01,Asuntos Frontera Norte,Secretario/a
diputados,484,Maceda Carrera,Nelly,PT,f,05/02,Asuntos Migratorios,Secretario/a
diputados,96,Porras Domínguez,Alfredo,PT,v,21/02,"Recursos Hidráulicos, Agua Potable y Saneamiento",Secretario/a
diputados,429,Bernal Camarena,Ana Laura,PT,f,29/03,Deporte,Secretario/a
diputados,353,Favela Peñuñuri,Francisco,PT,v,15/04,Salud,Secretario/a
diputados,376,Elizondo Guerra,Olga Juliana,PT,f,21/05,Ganadería,Secretario/a
diputados,552,González Soto,Santiago,PT,v,25/06,Cultura y Cinematografía,Secretario/a
diputados,480,Martínez Ventura,Luis Enrique,PT,v,19/08,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Secretario/a
diputados,430,Bernal Martínez,Mary Carmen,PT,f,24/08,Derechos Humanos,Secretario/a
diputados,374,Domínguez Vázquez,Claudia Angélica,PT,f,13/09,Relaciones Exteriores,Secretario/a
diputados,120,Roblero Gordillo,Maricruz,PT,v,26/10,Asuntos Frontera Sur,Secretario/a
diputados,481,Marú Mejía,María Teresa,PT,f,29/10,"Economía, Comercio y Competitividad",Secretario/a
diputados,519,García Duque,José Luis,PT,v,08/11,Comunicaciones y Transportes,Secretario/a
diputados,83,Pérez Hernández,José Ángel,PES,v,01/03/1958,Gobernación y Población,Integrante
diputados,83,Pérez Hernández,José Ángel,PES,v,01/03/1958,Seguridad Pública,Integrante
diputados,30,Rosete Sánchez,María de Jesús,PES,f,12/03/1960,Deporte,Integrante
diputados,409,Acundo González,Miguel,PES,v,29/09/1961,"Desarrollo y Conservación Rural, Agrícola y Autosuficiencia Alimentaria",Integrante
diputados,409,Acundo González,Miguel,PES,v,29/09/1961,Pueblos Indígenas,Integrante
diputados,457,Baldenebro Arredondo,Manuel de Jesús,PES,v,13/05/1962,Salud,Integrante
diputados,457,Baldenebro Arredondo,Manuel de Jesús,PES,v,13/05/1962,Seguridad Social,Integrante
diputados,322,De la Peña Marshall,Ricardo,PES,v,17/02/1964,Derechos Humanos,Integrante
diputados,322,De la Peña Marshall,Ricardo,PES,v,17/02/1964,Energía,Integrante
diputados,91,Pérez Negrón Ruíz,Iván Arturo,PES,v,20/07/1974,Vigilancia de la Auditoría Superior de la Federación,Integrante
diputados,71,Sosa Ruíz,Olga Patricia,PES,f,22/09/1974,Igualdad de Género,Integrante
diputados,55,Vargas Contreras,Ernesto,PES,v,06/03/1977,Cultura y Cinematografía,Integrante
diputados,44,Torres Díaz,Elba Lorena,PES,f,15/03/1977,Derechos Humanos,Integrante
diputados,44,Torres Díaz,Elba Lorena,PES,f,15/03/1977,Seguridad Social,Integrante
diputados,269,Villegas González,Héctor Joel,PES,v,09/05/1979,Asuntos Frontera Norte,Integrante
diputados,402,Argüelles Victorero,Jorge Arturo,PES,v,13/05/1981,Marina,Integrante
diputados,402,Argüelles Victorero,Jorge Arturo,PES,v,13/05/1981,Protección Civil y Prevención de Desastres,Integrante
diputados,12,Salvatori Bojalil,Nayeli,PES,f,26/08/1985,Igualdad de Género,Integrante
diputados,512,Moreno Medina,Esmeralda de los Ángeles,PES,f,19/12/1986,Justicia,Integrante
diputados,512,Moreno Medina,Esmeralda de los Ángeles,PES,f,19/12/1986,Puntos Constitucionales,Integrante
diputados,8,Saldívar Camacho,Francisco Javier,PES,v,12/03,Jurisdiccional,Integrante
diputados,8,Saldívar Camacho,Francisco Javier,PES,v,12/03,"Recursos Hidráulicos, Agua Potable y Saneamiento",Integrante
diputados,613,Guzmán Valdéz,Edgar,PES,v,19/04,Justicia,Integrante
diputados,613,Guzmán Valdéz,Edgar,PES,v,19/04,Puntos Constitucionales,Integrante
diputados,502,Lozano Rodríguez,Adriana,PES,f,26/06,Asuntos Frontera Norte,Integrante
diputados,502,Lozano Rodríguez,Adriana,PES,f,26/06,Hacienda y Crédito Público,Integrante
diputados,502,Lozano Rodríguez,Adriana,PES,f,26/06,Presupuesto y Cuenta Pública,Integrante
diputados,74,Teissier Zavala,Adriana Paulina,PES,f,20/07,"Medio Ambiente, Sustentabilidad, Cambio Climático y Recursos Naturales",Integrante
diputados,74,Teissier Zavala,Adriana Paulina,PES,f,20/07,Turismo,Integrante
diputados,560,Garza Gutiérrez,Laura Erika de Jesús,PES,f,19/08,Derechos de la Niñez y Adolescencia,Integrante
diputados,560,Garza Gutiérrez,Laura Erika de Jesús,PES,f,19/08,Desarrollo Social,Integrante
diputados,438,Buenfil Díaz,Irasema del Carmen,PES,f,22/08,Asuntos Frontera Sur,Integrante
diputados,438,Buenfil Díaz,Irasema del Carmen,PES,f,22/08,"Ciencia, Tecnología e Innovación",Integrante
diputados,553,González Escoto,Armando,PES,v,27/08,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Integrante
diputados,553,González Escoto,Armando,PES,v,27/08,Federalismo y Desarrollo Municipal,Integrante
diputados,366,García Aguilar,Carolina,PES,f,22/09,Economía Social y Fomento del Cooperativismo,Integrante
diputados,366,García Aguilar,Carolina,PES,f,22/09,Transparencia y Anticorrupción,Integrante
diputados,455,Báez Ruiz,Claudia,PES,f,02/10,Relaciones Exteriores,Integrante
diputados,455,Báez Ruiz,Claudia,PES,f,02/10,Vivienda,Integrante
diputados,153,Reséndiz Hernández,Nancy Claudia,PES,f,19/12,Defensa Nacional,Integrante
diputados,153,Reséndiz Hernández,Nancy Claudia,PES,f,19/12,Justicia,Integrante
diputados,441,Cabrera Lagunas,María del Carmen,PES,f,30/12,Ganadería,Integrante
diputados,441,Cabrera Lagunas,María del Carmen,PES,f,30/12,Pesca,Integrante
diputados,457,Baldenebro Arredondo,Manuel de Jesús,PES,v,13/05/1962,Trabajo y Previsión Social,Presidente
diputados,55,Vargas Contreras,Ernesto,PES,v,06/03/1977,Deporte,Presidente
diputados,153,Reséndiz Hernández,Nancy Claudia,PES,f,19/12,Protección Civil y Prevención de Desastres,Presidente
diputados,83,Pérez Hernández,José Ángel,PES,v,01/03/1958,"Economía, Comercio y Competitividad",Secretario/a
diputados,30,Rosete Sánchez,María de Jesús,PES,f,12/03/1960,Economía Social y Fomento del Cooperativismo,Secretario/a
diputados,30,Rosete Sánchez,María de Jesús,PES,f,12/03/1960,Trabajo y Previsión Social,Secretario/a
diputados,409,Acundo González,Miguel,PES,v,29/09/1961,Vivienda,Secretario/a
diputados,322,De la Peña Marshall,Ricardo,PES,v,17/02/1964,Cultura y Cinematografía,Secretario/a
diputados,91,Pérez Negrón Ruíz,Iván Arturo,PES,v,20/07/1974,Hacienda y Crédito Público,Secretario/a
diputados,91,Pérez Negrón Ruíz,Iván Arturo,PES,v,20/07/1974,Puntos Constitucionales,Secretario/a
diputados,71,Sosa Ruíz,Olga Patricia,PES,f,22/09/1974,Marina,Secretario/a
diputados,71,Sosa Ruíz,Olga Patricia,PES,f,22/09/1974,Turismo,Secretario/a
diputados,44,Torres Díaz,Elba Lorena,PES,f,15/03/1977,Salud,Secretario/a
diputados,269,Villegas González,Héctor Joel,PES,v,09/05/1979,"Desarrollo y Conservación Rural, Agrícola y Autosuficiencia Alimentaria",Secretario/a
diputados,269,Villegas González,Héctor Joel,PES,v,09/05/1979,"Recursos Hidráulicos, Agua Potable y Saneamiento",Secretario/a
diputados,402,Argüelles Victorero,Jorge Arturo,PES,v,13/05/1981,Vigilancia de la Auditoría Superior de la Federación,Secretario/a
diputados,12,Salvatori Bojalil,Nayeli,PES,f,26/08/1985,Radio y Televisión,Secretario/a
diputados,512,Moreno Medina,Esmeralda de los Ángeles,PES,f,19/12/1986,Seguridad Pública,Secretario/a
diputados,8,Saldívar Camacho,Francisco Javier,PES,v,12/03,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Secretario/a
diputados,613,Guzmán Valdéz,Edgar,PES,v,19/04,Juventud y Diversidad Sexual,Secretario/a
diputados,74,Teissier Zavala,Adriana Paulina,PES,f,20/07,Infraestructura,Secretario/a
diputados,560,Garza Gutiérrez,Laura Erika de Jesús,PES,f,19/08,"Ciencia, Tecnología e Innovación",Secretario/a
diputados,438,Buenfil Díaz,Irasema del Carmen,PES,f,22/08,Energía,Secretario/a
diputados,553,González Escoto,Armando,PES,v,27/08,"Medio Ambiente, Sustentabilidad, Cambio Climático y Recursos Naturales",Secretario/a
diputados,366,García Aguilar,Carolina,PES,f,22/09,Desarrollo Social,Secretario/a
diputados,455,Báez Ruiz,Claudia,PES,f,02/10,Educación,Secretario/a
diputados,441,Cabrera Lagunas,María del Carmen,PES,f,30/12,Presupuesto y Cuenta Pública,Secretario/a
diputados,551,González Cuevas,Isaías,PRI,v,06/07/1940,Seguridad Social,Integrante
diputados,551,González Cuevas,Isaías,PRI,v,06/07/1940,Turismo,Integrante
diputados,489,Limón Hernández,Manuel,PRI,v,10/01/1946,Energía,Integrante
diputados,489,Limón Hernández,Manuel,PRI,v,10/01/1946,Trabajo y Previsión Social,Integrante
diputados,314,Córdova Morán,Luis Eleusis Leónidas,PRI,v,26/09/1949,Derechos Humanos,Integrante
diputados,314,Córdova Morán,Luis Eleusis Leónidas,PRI,v,26/09/1949,Educación,Integrante
diputados,525,Medina Herrera,Benito,PRI,v,05/06/1950,Marina,Integrante
diputados,525,Medina Herrera,Benito,PRI,v,05/06/1950,Relaciones Exteriores,Integrante
diputados,268,Villegas Arreola,Alfredo,PRI,v,12/01/1951,Energía,Integrante
diputados,268,Villegas Arreola,Alfredo,PRI,v,12/01/1951,Presupuesto y Cuenta Pública,Integrante
diputados,158,Velasco González,Marcela Guillermina,PRI,f,25/06/1952,Salud,Integrante
diputados,158,Velasco González,Marcela Guillermina,PRI,f,25/06/1952,Vivienda,Integrante
