Camara,id,apellido,nombre,partido,genero,Nacimiento,Comisiones,Posición
diputados,550,González Anaya,María Libier,MC,f,27/03/1954,Desarrollo Social,Integrante
diputados,550,González Anaya,María Libier,MC,f,27/03/1954,Relaciones Exteriores,Integrante
diputados,237,Zamudio Macías,Martha Angélica,MC,f,24/02/1957,Seguridad Social,Integrante
diputados,428,Bravo Padilla,Itzcóatl Tonatiuh,MC,v,07/02/1960,Presupuesto y Cuenta Pública,Integrante
diputados,584,Herrera Vega,Geraldina Isabel,MC,f,24/04/1963,"Ciencia, Tecnología e Innovación",Integrante
diputados,584,Herrera Vega,Geraldina Isabel,MC,f,24/04/1963,Derechos Humanos,Integrante
diputados,340,Cheja Alfaro,Jacobo David,MC,v,08/10/1965,Marina,Integrante
diputados,340,Cheja Alfaro,Jacobo David,MC,v,08/10/1965,Protección Civil y Prevención de Desastres,Integrante
diputados,136,Rodríguez Carrillo,Mario Alberto,MC,v,14/03/1967,"Ciencia, Tecnología e Innovación",Integrante
diputados,136,Rodríguez Carrillo,Mario Alberto,MC,v,14/03/1967,Educación,Integrante
diputados,147,Ramírez Salcido,Juan Francisco,MC,v,25/03/1969,Defensa Nacional,Integrante
diputados,147,Ramírez Salcido,Juan Francisco,MC,v,25/03/1969,Vivienda,Integrante
diputados,570,García Lara,Jorge Alcibíades,MC,v,05/08/1969,Radio y Televisión,Integrante
diputados,570,García Lara,Jorge Alcibíades,MC,v,05/08/1969,Vivienda,Integrante
diputados,4,Russo Salido,Jorge Eugenio,MC,v,19/12/1969,Pesca,Integrante
diputados,327,Del Toro Pérez,Higinio,MC,v,28/01/1972,Deporte,Integrante
diputados,327,Del Toro Pérez,Higinio,MC,v,28/01/1972,Hacienda y Crédito Público,Integrante
diputados,384,Espinoza Cárdenas,Juan Martín,MC,v,11/07/1972,"Desarrollo y Conservación Rural, Agrícola y Autosuficiencia Alimentaria",Integrante
diputados,384,Espinoza Cárdenas,Juan Martín,MC,v,11/07/1972,Pueblos Indígenas,Integrante
diputados,23,Rodríguez Vázquez,Ariel,MC,v,01/11/1972,"Medio Ambiente, Sustentabilidad, Cambio Climático y Recursos Naturales",Integrante
diputados,23,Rodríguez Vázquez,Ariel,MC,v,01/11/1972,Pueblos Indígenas,Integrante
diputados,73,Tagle Martínez,Martha Angélica,MC,f,26/11/1973,Puntos Constitucionales,Integrante
diputados,73,Tagle Martínez,Martha Angélica,MC,f,26/11/1973,Salud,Integrante
diputados,501,Lozano Mac Donald,María del Pilar,MC,f,10/10/1974,Asuntos Migratorios,Integrante
diputados,501,Lozano Mac Donald,María del Pilar,MC,f,10/10/1974,Relaciones Exteriores,Integrante
diputados,500,Loya Hernández,Fabiola Raquel Guadalupe,MC,f,05/11/1974,Comunicaciones y Transportes,Integrante
diputados,500,Loya Hernández,Fabiola Raquel Guadalupe,MC,f,05/11/1974,Igualdad de Género,Integrante
diputados,34,Ron Ramos,Eduardo,MC,v,24/02/1975,Pesca,Integrante
diputados,119,Prudencio González,Carmen Julia,MC,f,30/06/1977,Defensa Nacional,Integrante
diputados,119,Prudencio González,Carmen Julia,MC,f,30/06/1977,Gobernación y Población,Integrante
diputados,526,Medina Ortíz,Adriana Gabriela,MC,f,25/06/1979,"Recursos Hidráulicos, Agua Potable y Saneamiento",Integrante
diputados,367,Falomir Saenz,Alan Jesús,MC,v,23/02/1981,Deporte,Integrante
diputados,367,Falomir Saenz,Alan Jesús,MC,v,23/02/1981,Seguridad Pública,Integrante
diputados,312,Contreras González,Lourdes Celenia,MC,f,29/12/1984,Derechos de la Niñez y Adolescencia,Integrante
diputados,312,Contreras González,Lourdes Celenia,MC,f,29/12/1984,Economía Social y Fomento del Cooperativismo,Integrante
diputados,2,Salinas Reyes,Ruth,MC,f,19/02/1985,Economía Social y Fomento del Cooperativismo,Integrante
diputados,2,Salinas Reyes,Ruth,MC,f,19/02/1985,Transparencia y Anticorrupción,Integrante
diputados,540,Ku Escalante,Kehila Abigail,MC,f,02/09/1985,"Economía, Comercio y Competitividad",Integrante
diputados,540,Ku Escalante,Kehila Abigail,MC,f,02/09/1985,Educación,Integrante
diputados,529,Méndez de la Luz Dauzón,Dulce María,MC,f,06/10/1985,Derechos de la Niñez y Adolescencia,Integrante
diputados,529,Méndez de la Luz Dauzón,Dulce María,MC,f,06/10/1985,Juventud y Diversidad Sexual,Integrante
diputados,555,González García,Ana Priscila,MC,f,13/05,Infraestructura,Integrante
diputados,555,González García,Ana Priscila,MC,f,13/05,Trabajo y Previsión Social,Integrante
diputados,266,Villarreal Salazar,Juan Carlos,MC,v,11/08,Jurisdiccional,Integrante
diputados,266,Villarreal Salazar,Juan Carlos,MC,v,11/08,"Régimen, Reglamentos y Prácticas Parlamentarias",Integrante
diputados,546,Gómez Maldonado,Maiella Martha Gabriela,MC,f,26/09,Presupuesto y Cuenta Pública,Integrante
diputados,546,Gómez Maldonado,Maiella Martha Gabriela,MC,f,26/09,Turismo,Integrante
diputados,136,Rodríguez Carrillo,Mario Alberto,MC,v,14/03/1967,Vigilancia de la Auditoría Superior de la Federación,Presidente
diputados,501,Lozano Mac Donald,María del Pilar,MC,f,10/10/1974,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Presidente
diputados,34,Ron Ramos,Eduardo,MC,v,24/02/1975,Ganadería,Presidente
diputados,550,González Anaya,María Libier,MC,f,27/03/1954,Asuntos Migratorios,Secretario/a
diputados,237,Zamudio Macías,Martha Angélica,MC,f,24/02/1957,Trabajo y Previsión Social,Secretario/a
diputados,237,Zamudio Macías,Martha Angélica,MC,f,24/02/1957,Turismo,Secretario/a
diputados,428,Bravo Padilla,Itzcóatl Tonatiuh,MC,v,07/02/1960,Hacienda y Crédito Público,Secretario/a
diputados,584,Herrera Vega,Geraldina Isabel,MC,f,24/04/1963,"Economía, Comercio y Competitividad",Secretario/a
diputados,340,Cheja Alfaro,Jacobo David,MC,v,08/10/1965,Energía,Secretario/a
diputados,147,Ramírez Salcido,Juan Francisco,MC,v,25/03/1969,Seguridad Social,Secretario/a
diputados,570,García Lara,Jorge Alcibíades,MC,v,05/08/1969,Infraestructura,Secretario/a
diputados,4,Russo Salido,Jorge Eugenio,MC,v,19/12/1969,"Desarrollo y Conservación Rural, Agrícola y Autosuficiencia Alimentaria",Secretario/a
diputados,4,Russo Salido,Jorge Eugenio,MC,v,19/12/1969,Ganadería,Secretario/a
diputados,327,Del Toro Pérez,Higinio,MC,v,28/01/1972,Comunicaciones y Transportes,Secretario/a
diputados,384,Espinoza Cárdenas,Juan Martín,MC,v,11/07/1972,Cultura y Cinematografía,Secretario/a
diputados,23,Rodríguez Vázquez,Ariel,MC,v,01/11/1972,Federalismo y Desarrollo Municipal,Secretario/a
diputados,73,Tagle Martínez,Martha Angélica,MC,f,26/11/1973,Gobernación y Población,Secretario/a
diputados,500,Loya Hernández,Fabiola Raquel Guadalupe,MC,f,05/11/1974,Presupuesto y Cuenta Pública,Secretario/a
diputados,119,Prudencio González,Carmen Julia,MC,f,30/06/1977,Seguridad Pública,Secretario/a
diputados,526,Medina Ortíz,Adriana Gabriela,MC,f,25/06/1979,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Secretario/a
diputados,526,Medina Ortíz,Adriana Gabriela,MC,f,25/06/1979,Puntos Constitucionales,Secretario/a
diputados,367,Falomir Saenz,Alan Jesús,MC,v,23/02/1981,"Recursos Hidráulicos, Agua Potable y Saneamiento",Secretario/a
diputados,312,Contreras González,Lourdes Celenia,MC,f,29/12/1984,Desarrollo Social,Secretario/a
diputados,2,Salinas Reyes,Ruth,MC,f,19/02/1985,Vigilancia de la Auditoría Superior de la Federación,Secretario/a
diputados,540,Ku Escalante,Kehila Abigail,MC,f,02/09/1985,Derechos Humanos,Secretario/a
diputados,529,Méndez de la Luz Dauzón,Dulce María,MC,f,06/10/1985,Atención a Grupos Vulnerables,Secretario/a
diputados,555,González García,Ana Priscila,MC,f,13/05,"Medio Ambiente, Sustentabilidad, Cambio Climático y Recursos Naturales",Secretario/a
diputados,266,Villarreal Salazar,Juan Carlos,MC,v,11/08,Justicia,Secretario/a
diputados,266,Villarreal Salazar,Juan Carlos,MC,v,11/08,Transparencia y Anticorrupción,Secretario/a
diputados,546,Gómez Maldonado,Maiella Martha Gabriela,MC,f,26/09,Salud,Secretario/a
diputados,612,Guzmán de la Torre,Francisco Javier,MORENA,v,29/08/1944,Ganadería,Integrante
diputados,142,Rabelo Velasco,Roque Luis,MORENA,v,12/08/1945,Defensa Nacional,Integrante
diputados,142,Rabelo Velasco,Roque Luis,MORENA,v,12/08/1945,Protección Civil y Prevención de Desastres,Integrante
diputados,544,Gómez Álvarez,Pablo,MORENA,v,21/10/1946,Hacienda y Crédito Público,Integrante
diputados,544,Gómez Álvarez,Pablo,MORENA,v,21/10/1946,Jurisdiccional,Integrante
diputados,544,Gómez Álvarez,Pablo,MORENA,v,21/10/1946,Presupuesto y Cuenta Pública,Integrante
diputados,544,Gómez Álvarez,Pablo,MORENA,v,21/10/1946,Puntos Constitucionales,Integrante
diputados,239,Zavaleta Sánchez,Graciela,MORENA,f,23/12/1946,Derechos de la Niñez y Adolescencia,Integrante
diputados,239,Zavaleta Sánchez,Graciela,MORENA,f,23/12/1946,Salud,Integrante
diputados,511,Moreno Gil,Mario Ismael,MORENA,v,17/06/1948,Federalismo y Desarrollo Municipal,Integrante
diputados,511,Moreno Gil,Mario Ismael,MORENA,v,17/06/1948,Radio y Televisión,Integrante
diputados,330,Cano González,Susana,MORENA,f,02/06/1949,Derechos de la Niñez y Adolescencia,Integrante
diputados,330,Cano González,Susana,MORENA,f,02/06/1949,Derechos Humanos,Integrante
diputados,135,Rodríguez Arellano,Ediltrudis,MORENA,f,23/06/1954,Marina,Integrante
diputados,135,Rodríguez Arellano,Ediltrudis,MORENA,f,23/06/1954,"Medio Ambiente, Sustentabilidad, Cambio Climático y Recursos Naturales",Integrante
diputados,582,Herrera Chávez,Samuel,MORENA,v,17/09/1954,Asuntos Migratorios,Integrante
diputados,582,Herrera Chávez,Samuel,MORENA,v,17/09/1954,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Integrante
diputados,605,Guillén Quiroz,Ana Lilia,MORENA,f,05/02/1955,Economía Social y Fomento del Cooperativismo,Integrante
diputados,605,Guillén Quiroz,Ana Lilia,MORENA,f,05/02/1955,Energía,Integrante
diputados,404,Arrieta Sánchez,Eleuterio,MORENA,v,02/05/1955,Salud,Integrante
diputados,404,Arrieta Sánchez,Eleuterio,MORENA,v,02/05/1955,Trabajo y Previsión Social,Integrante
diputados,134,Rocha Vega,Efraín,MORENA,v,12/05/1955,Ganadería,Integrante
diputados,134,Rocha Vega,Efraín,MORENA,v,12/05/1955,"Medio Ambiente, Sustentabilidad, Cambio Climático y Recursos Naturales",Integrante
diputados,351,Farías Zambrano,Melba Nelia,MORENA,f,06/07/1955,Igualdad de Género,Integrante
diputados,124,Rivera Castillo,Fortunato,MORENA,v,17/11/1955,Ganadería,Integrante
diputados,474,Martínez Flores,Juan,MORENA,v,03/04/1956,Comunicaciones y Transportes,Integrante
diputados,474,Martínez Flores,Juan,MORENA,v,03/04/1956,Salud,Integrante
diputados,528,Mejía Cruz,María Esther,MORENA,f,08/07/1956,Presupuesto y Cuenta Pública,Integrante
diputados,528,Mejía Cruz,María Esther,MORENA,f,08/07/1956,Vivienda,Integrante
diputados,178,Veloz Silva,María Luisa,MORENA,f,26/08/1956,Justicia,Integrante
diputados,178,Veloz Silva,María Luisa,MORENA,f,26/08/1956,Trabajo y Previsión Social,Integrante
diputados,591,Interian Gallegos,Limbert Iván de Jesús,MORENA,v,13/09/1956,"Ciencia, Tecnología e Innovación",Integrante
diputados,591,Interian Gallegos,Limbert Iván de Jesús,MORENA,v,13/09/1956,Seguridad Pública,Integrante
diputados,583,Herrera Pérez,Gonzalo,MORENA,v,07/07/1957,Asuntos Migratorios,Integrante
diputados,583,Herrera Pérez,Gonzalo,MORENA,v,07/07/1957,Ganadería,Integrante
diputados,14,Sánchez Barrios,Carlos,MORENA,v,17/08/1957,Comunicaciones y Transportes,Integrante
diputados,464,García Anaya,Lidia,MORENA,f,31/10/1957,Presupuesto y Cuenta Pública,Integrante
diputados,464,García Anaya,Lidia,MORENA,f,31/10/1957,Puntos Constitucionales,Integrante
diputados,113,Palma Olvera,Carmen Patricia,MORENA,f,13/01/1958,Educación,Integrante
diputados,113,Palma Olvera,Carmen Patricia,MORENA,f,13/01/1958,Igualdad de Género,Integrante
diputados,466,García Corpus,Teófilo Manuel,MORENA,v,06/02/1958,Protección Civil y Prevención de Desastres,Integrante
diputados,466,García Corpus,Teófilo Manuel,MORENA,v,06/02/1958,Pueblos Indígenas,Integrante
diputados,415,Aguilar Molina,Leticia Arlett,MORENA,f,01/03/1958,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Integrante
diputados,415,Aguilar Molina,Leticia Arlett,MORENA,f,01/03/1958,Desarrollo Social,Integrante
diputados,443,Calderón Salas,Rodrigo,MORENA,v,05/04/1958,Seguridad Pública,Integrante
diputados,443,Calderón Salas,Rodrigo,MORENA,v,05/04/1958,Transparencia y Anticorrupción,Integrante
diputados,594,Jiménez Andrade,Lorena del Socorro,MORENA,f,21/10/1958,"Desarrollo y Conservación Rural, Agrícola y Autosuficiencia Alimentaria",Integrante
diputados,594,Jiménez Andrade,Lorena del Socorro,MORENA,f,21/10/1958,"Recursos Hidráulicos, Agua Potable y Saneamiento",Integrante
diputados,236,Zamora Valdez,Casimiro,MORENA,v,15/11/1958,Economía Social y Fomento del Cooperativismo,Integrante
diputados,236,Zamora Valdez,Casimiro,MORENA,v,15/11/1958,Pesca,Integrante
diputados,527,Medina Pérez,Marco Antonio,MORENA,v,17/12/1958,Justicia,Integrante
diputados,527,Medina Pérez,Marco Antonio,MORENA,v,17/12/1958,Trabajo y Previsión Social,Integrante
diputados,458,Barajas Barajas,Esteban,MORENA,v,20/01/1959,"Medio Ambiente, Sustentabilidad, Cambio Climático y Recursos Naturales",Integrante
diputados,458,Barajas Barajas,Esteban,MORENA,v,20/01/1959,Turismo,Integrante
diputados,567,García Guardado,María de Jesús,MORENA,f,03/04/1959,Educación,Integrante
diputados,567,García Guardado,María de Jesús,MORENA,f,03/04/1959,Ganadería,Integrante
diputados,254,Yáñez Centeno y Cabrera,Claudia Valeria,MORENA,f,02/05/1959,Comunicaciones y Transportes,Integrante
diputados,70,Solís Barrera,María Marivel,MORENA,f,03/01/1960,Infraestructura,Integrante
diputados,70,Solís Barrera,María Marivel,MORENA,f,03/01/1960,Turismo,Integrante
diputados,491,López Aparicio,Delfino,MORENA,v,09/02/1960,"Ciencia, Tecnología e Innovación",Integrante
diputados,491,López Aparicio,Delfino,MORENA,v,09/02/1960,Pueblos Indígenas,Integrante
diputados,335,Carrazco Macías,Olegaria,MORENA,f,12/04/1960,Pesca,Integrante
diputados,335,Carrazco Macías,Olegaria,MORENA,f,12/04/1960,Trabajo y Previsión Social,Integrante
diputados,585,Hidalgo Ponce,Javier Ariel,MORENA,v,14/05/1960,Puntos Constitucionales,Integrante
diputados,585,Hidalgo Ponce,Javier Ariel,MORENA,v,14/05/1960,Salud,Integrante
diputados,65,Santos Díaz,Edelmiro Santiago,MORENA,v,02/07/1960,"Economía, Comercio y Competitividad",Integrante
diputados,65,Santos Díaz,Edelmiro Santiago,MORENA,v,02/07/1960,Salud,Integrante
diputados,513,Medel Palma,Carmen,MORENA,f,26/09/1960,Ganadería,Integrante
diputados,513,Medel Palma,Carmen,MORENA,f,26/09/1960,Seguridad Social,Integrante
diputados,395,Ambrocio Gachuz,José Guadalupe,MORENA,v,12/12/1960,Presupuesto y Cuenta Pública,Integrante
diputados,395,Ambrocio Gachuz,José Guadalupe,MORENA,v,12/12/1960,"Régimen, Reglamentos y Prácticas Parlamentarias",Integrante
diputados,329,Chico Herrera,Miguel Ángel,MORENA,v,17/03/1961,Defensa Nacional,Integrante
diputados,329,Chico Herrera,Miguel Ángel,MORENA,v,17/03/1961,Gobernación y Población,Integrante
diputados,329,Chico Herrera,Miguel Ángel,MORENA,v,17/03/1961,Trabajo y Previsión Social,Integrante
diputados,401,Arenas Madrigal,Edgar Eduardo,MORENA,v,29/05/1963,Infraestructura,Integrante
diputados,401,Arenas Madrigal,Edgar Eduardo,MORENA,v,29/05/1963,Trabajo y Previsión Social,Integrante
diputados,470,Manzano Salazar,Javier,MORENA,v,05/06/1963,Asuntos Frontera Sur,Integrante
diputados,470,Manzano Salazar,Javier,MORENA,v,05/06/1963,Asuntos Migratorios,Integrante
diputados,514,Murguía Soto,Ulises,MORENA,v,09/07/1963,Defensa Nacional,Integrante
diputados,514,Murguía Soto,Ulises,MORENA,v,09/07/1963,Seguridad Social,Integrante
diputados,346,Chávez Pérez,María,MORENA,f,15/08/1963,Desarrollo Social,Integrante
diputados,346,Chávez Pérez,María,MORENA,f,15/08/1963,Educación,Integrante
diputados,368,Exsome Zapata,Ricardo Francisco,MORENA,v,28/09/1963,Energía,Integrante
diputados,599,Huerta Martínez,Manuel,MORENA,v,02/12/1963,Defensa Nacional,Integrante
diputados,599,Huerta Martínez,Manuel,MORENA,v,02/12/1963,Pueblos Indígenas,Integrante
diputados,400,Antonio Altamirano,Carol,MORENA,v,13/12/1963,Energía,Integrante
diputados,400,Antonio Altamirano,Carol,MORENA,v,13/12/1963,Vigilancia de la Auditoría Superior de la Federación,Integrante
diputados,423,Alegre Salazar,Luis Javier,MORENA,v,04/02/1964,Comunicaciones y Transportes,Integrante
diputados,423,Alegre Salazar,Luis Javier,MORENA,v,04/02/1964,Radio y Televisión,Integrante
diputados,600,Guerrero Barrera,Yolanda,MORENA,f,21/02/1964,Comunicaciones y Transportes,Integrante
diputados,600,Guerrero Barrera,Yolanda,MORENA,f,21/02/1964,"Economía, Comercio y Competitividad",Integrante
diputados,348,Delsol Estrada,José Ricardo,MORENA,v,29/03/1964,"Medio Ambiente, Sustentabilidad, Cambio Climático y Recursos Naturales",Integrante
diputados,348,Delsol Estrada,José Ricardo,MORENA,v,29/03/1964,Vigilancia de la Auditoría Superior de la Federación,Integrante
diputados,267,Villavicencio Ayala,Silvia Lorena,MORENA,f,12/06/1964,Cultura y Cinematografía,Integrante
diputados,267,Villavicencio Ayala,Silvia Lorena,MORENA,f,12/06/1964,Derechos Humanos,Integrante
diputados,267,Villavicencio Ayala,Silvia Lorena,MORENA,f,12/06/1964,Justicia,Integrante
diputados,114,Pani Barragán,Alejandra,MORENA,f,17/07/1964,Cultura y Cinematografía,Integrante
diputados,114,Pani Barragán,Alejandra,MORENA,f,17/07/1964,Hacienda y Crédito Público,Integrante
diputados,320,Clouthier Carrillo,Tatiana,MORENA,f,12/08/1964,Gobernación y Población,Integrante
diputados,320,Clouthier Carrillo,Tatiana,MORENA,f,12/08/1964,Vigilancia de la Auditoría Superior de la Federación,Integrante
diputados,533,Merlín García,María del Rosario,MORENA,f,01/11/1964,Comunicaciones y Transportes,Integrante
diputados,533,Merlín García,María del Rosario,MORENA,f,01/11/1964,Energía,Integrante
diputados,270,Villegas Guarneros,Dulce María Corina,MORENA,f,04/12/1964,Deporte,Integrante
diputados,270,Villegas Guarneros,Dulce María Corina,MORENA,f,04/12/1964,Turismo,Integrante
diputados,333,Carranza Aréas,Julio,MORENA,v,14/03/1965,"Ciencia, Tecnología e Innovación",Integrante
diputados,333,Carranza Aréas,Julio,MORENA,v,14/03/1965,"Recursos Hidráulicos, Agua Potable y Saneamiento",Integrante
diputados,350,Flores Olivo,Lucía,MORENA,f,09/04/1965,Comunicaciones y Transportes,Integrante
diputados,350,Flores Olivo,Lucía,MORENA,f,09/04/1965,Seguridad Social,Integrante
diputados,51,Valencia Cruz,Rosalba,MORENA,f,25/07/1965,Puntos Constitucionales,Integrante
diputados,431,Blas López,Víctor,MORENA,v,09/08/1965,Protección Civil y Prevención de Desastres,Integrante
diputados,499,López Rodríguez,Abelina,MORENA,f,23/09/1965,Defensa Nacional,Integrante
diputados,499,López Rodríguez,Abelina,MORENA,f,23/09/1965,Presupuesto y Cuenta Pública,Integrante
diputados,9,Salinas Narváez,Javier,MORENA,v,22/11/1965,Hacienda y Crédito Público,Integrante
diputados,398,Alfaro Morales,María Isabel,MORENA,f,24/02/1966,Atención a Grupos Vulnerables,Integrante
diputados,398,Alfaro Morales,María Isabel,MORENA,f,24/02/1966,Deporte,Integrante
diputados,60,Tenorio Adame,Paola,MORENA,f,20/04/1966,Infraestructura,Integrante
diputados,60,Tenorio Adame,Paola,MORENA,f,20/04/1966,Puntos Constitucionales,Integrante
diputados,505,Mayer Bretón,Sergio,MORENA,v,21/05/1966,"Ciencia, Tecnología e Innovación",Integrante
diputados,505,Mayer Bretón,Sergio,MORENA,v,21/05/1966,Derechos de la Niñez y Adolescencia,Integrante
diputados,108,Ortega Nájera,Hilda Patricia,MORENA,f,10/08/1966,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Integrante
diputados,108,Ortega Nájera,Hilda Patricia,MORENA,f,10/08/1966,Infraestructura,Integrante
diputados,549,Gómez Ventura,Manuel,MORENA,v,10/11/1966,Hacienda y Crédito Público,Integrante
diputados,549,Gómez Ventura,Manuel,MORENA,v,10/11/1966,Transparencia y Anticorrupción,Integrante
diputados,26,Rojas Martínez,Beatriz,MORENA,f,21/12/1966,"Recursos Hidráulicos, Agua Potable y Saneamiento",Integrante
diputados,26,Rojas Martínez,Beatriz,MORENA,f,21/12/1966,Transparencia y Anticorrupción,Integrante
diputados,352,Farrera Esponda,Juan Enrique,MORENA,v,21/03/1967,Asuntos Migratorios,Integrante
diputados,352,Farrera Esponda,Juan Enrique,MORENA,v,21/03/1967,Protección Civil y Prevención de Desastres,Integrante
diputados,152,Regalado Mardueño,Carmina Yadira,MORENA,f,06/11/1967,Economía Social y Fomento del Cooperativismo,Integrante
diputados,152,Regalado Mardueño,Carmina Yadira,MORENA,f,06/11/1967,Turismo,Integrante
diputados,139,Reyes López,Valentín,MORENA,v,13/02/1968,Gobernación y Población,Integrante
diputados,139,Reyes López,Valentín,MORENA,v,13/02/1968,Infraestructura,Integrante
diputados,328,Contreras Castillo,Armando,MORENA,v,13/04/1968,Justicia,Integrante
diputados,328,Contreras Castillo,Armando,MORENA,v,13/04/1968,"Recursos Hidráulicos, Agua Potable y Saneamiento",Integrante
diputados,328,Contreras Castillo,Armando,MORENA,v,13/04/1968,Transparencia y Anticorrupción,Integrante
diputados,105,Onofre Vázquez,Vicente Alberto,MORENA,v,06/04/1969,Radio y Televisión,Integrante
diputados,95,Pool Moo,Jesús de los Ángeles,MORENA,v,22/12/1969,Presupuesto y Cuenta Pública,Integrante
diputados,95,Pool Moo,Jesús de los Ángeles,MORENA,v,22/12/1969,Seguridad Pública,Integrante
diputados,345,Cázarez Yáñez,Martina,MORENA,f,07/03/1970,Radio y Televisión,Integrante
diputados,359,Díaz García,María Elizabeth,MORENA,f,10/02/1971,Federalismo y Desarrollo Municipal,Integrante
diputados,359,Díaz García,María Elizabeth,MORENA,f,10/02/1971,Justicia,Integrante
diputados,321,De la Cruz Delucio,Patricia del Carmen,MORENA,f,21/06/1971,Asuntos Frontera Sur,Integrante
diputados,321,De la Cruz Delucio,Patricia del Carmen,MORENA,f,21/06/1971,Pueblos Indígenas,Integrante
diputados,265,Villarreal Pasaret,Francisco Jorge,MORENA,v,24/09/1971,Asuntos Migratorios,Integrante
diputados,265,Villarreal Pasaret,Francisco Jorge,MORENA,v,24/09/1971,Seguridad Pública,Integrante
diputados,131,Robles Ortíz,Martha,MORENA,f,19/12/1971,Atención a Grupos Vulnerables,Integrante
diputados,131,Robles Ortíz,Martha,MORENA,f,19/12/1971,Turismo,Integrante
diputados,13,Sánchez Barrales Zavalza,Raúl Ernesto,MORENA,v,19/12/1971,Presupuesto y Cuenta Pública,Integrante
diputados,13,Sánchez Barrales Zavalza,Raúl Ernesto,MORENA,v,19/12/1971,Transparencia y Anticorrupción,Integrante
diputados,606,Gutiérrez Gutiérrez,Daniel,MORENA,v,15/02/1972,"Desarrollo y Conservación Rural, Agrícola y Autosuficiencia Alimentaria",Integrante
diputados,606,Gutiérrez Gutiérrez,Daniel,MORENA,v,15/02/1972,Presupuesto y Cuenta Pública,Integrante
diputados,93,Ponce Cobos,Alejandro,MORENA,v,17/04/1972,Protección Civil y Prevención de Desastres,Integrante
diputados,93,Ponce Cobos,Alejandro,MORENA,v,17/04/1972,Pueblos Indígenas,Integrante
diputados,516,Navarrete Rivera,Alma Delia,MORENA,f,29/07/1972,Gobernación y Población,Integrante
diputados,516,Navarrete Rivera,Alma Delia,MORENA,f,29/07/1972,"Recursos Hidráulicos, Agua Potable y Saneamiento",Integrante
diputados,145,Ramírez Lucero,Martha Patricia,MORENA,f,03/09/1972,Puntos Constitucionales,Integrante
diputados,101,Ocampo Manzanares,Araceli,MORENA,f,15/10/1972,Economía Social y Fomento del Cooperativismo,Integrante
diputados,101,Ocampo Manzanares,Araceli,MORENA,f,15/10/1972,Pueblos Indígenas,Integrante
diputados,260,Villa Villegas,Alberto,MORENA,v,25/10/1972,Relaciones Exteriores,Integrante
diputados,260,Villa Villegas,Alberto,MORENA,v,25/10/1972,Vivienda,Integrante
diputados,389,Andrade Zavala,Marco Antonio,MORENA,v,17/11/1972,Hacienda y Crédito Público,Integrante
diputados,389,Andrade Zavala,Marco Antonio,MORENA,v,17/11/1972,Presupuesto y Cuenta Pública,Integrante
diputados,383,Espinosa de los Monteros García,Adriana María Guadalupe,MORENA,f,11/12/1972,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Integrante
diputados,383,Espinosa de los Monteros García,Adriana María Guadalupe,MORENA,f,11/12/1972,Desarrollo Social,Integrante
diputados,28,Román Ávila,María Guadalupe,MORENA,f,24/02/1973,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Integrante
diputados,28,Román Ávila,María Guadalupe,MORENA,f,24/02/1973,Economía Social y Fomento del Cooperativismo,Integrante
diputados,103,Ochoa Valdivia,Zaira,MORENA,f,05/03/1973,Hacienda y Crédito Público,Integrante
diputados,103,Ochoa Valdivia,Zaira,MORENA,f,05/03/1973,Vivienda,Integrante
diputados,81,Pérez Bernabé,Jaime Humberto,MORENA,v,01/04/1973,Marina,Integrante
diputados,81,Pérez Bernabé,Jaime Humberto,MORENA,v,01/04/1973,Transparencia y Anticorrupción,Integrante
diputados,54,Varela López,Víctor Gabriel,MORENA,v,20/04/1973,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Integrante
diputados,54,Varela López,Víctor Gabriel,MORENA,v,20/04/1973,Juventud y Diversidad Sexual,Integrante
diputados,574,García Rubio,Agustín,MORENA,v,05/06/1973,"Economía, Comercio y Competitividad",Integrante
diputados,574,García Rubio,Agustín,MORENA,v,05/06/1973,Infraestructura,Integrante
diputados,494,López Chávez,María Beatriz,MORENA,f,18/08/1973,Vivienda,Integrante
diputados,420,Alavéz Ruíz,Aleida,MORENA,f,10/01/1974,"Desarrollo Metropolitano, Urbano, Ordenamiento Territorial y Movilidad",Integrante
diputados,420,Alavéz Ruíz,Aleida,MORENA,f,10/01/1974,Hacienda y Crédito Público,Integrante
diputados,150,Ramos Sotelo,Guadalupe,MORENA,f,01/02/1974,Atención a Grupos Vulnerables,Integrante
diputados,150,Ramos Sotelo,Guadalupe,MORENA,f,01/02/1974,Cultura y Cinematografía,Integrante
diputados,88,Pérez Rodríguez,Claudia,MORENA,f,29/06/1974,"Régimen, Reglamentos y Prácticas Parlamentarias",Integrante
diputados,88,Pérez Rodríguez,Claudia,MORENA,f,29/06/1974,Relaciones Exteriores,Integrante
